frame,hp_p1,hp_p2,x_p1,x_p2,distance,action_id
580083,16.0,88.0,464.0,544.0,80.0,9
580084,13.0,85.0,464.0,544.0,80.0,5
580085,13.0,85.0,464.0,544.0,80.0,9
580086,13.0,85.0,464.0,544.0,80.0,9
580087,13.0,85.0,464.0,544.0,80.0,9
580088,13.0,85.0,464.0,544.0,80.0,9
580089,6.0,85.0,464.0,544.0,80.0,0
580090,4.0,85.0,464.0,544.0,80.0,9
580091,2.0,85.0,464.0,544.0,80.0,9
580092,2.0,85.0,464.0,544.0,80.0,9
580093,2.0,85.0,464.0,544.0,80.0,9
580094,0.0,85.0,464.0,544.0,80.0,9
590000,100.0,100.0,208.0,752.0,544.0,2
590001,100.0,100.0,208.0,744.0,536.0,3
590002,100.0,100.0,216.0,736.0,520.0,2
590003,100.0,100.0,224.0,728.0,504.0,2
590004,100.0,100.0,232.0,720.0,488.0,2
590005,100.0,100.0,232.0,712.0,480.0,0
590006,100.0,100.0,240.0,704.0,464.0,2
590007,100.0,100.0,248.0,696.0,448.0,2
590008,100.0,100.0,248.0,688.0,440.0,3
590009,100.0,100.0,248.0,680.0,432.0,0
590010,100.0,100.0,256.0,672.0,416.0,2
590011,100.0,100.0,264.0,664.0,400.0,2
590012,100.0,100.0,272.0,656.0,384.0,2
590013,100.0,100.0,280.0,648.0,368.0,2
590014,100.0,100.0,288.0,640.0,352.0,2
590015,100.0,100.0,288.0,632.0,344.0,3
590016,100.0,100.0,288.0,624.0,336.0,3
590017,100.0,100.0,296.0,616.0,320.0,2
590018,100.0,100.0,296.0,608.0,312.0,0
590019,100.0,100.0,304.0,600.0,296.0,2
590020,100.0,100.0,304.0,592.0,288.0,3
590021,100.0,100.0,312.0,584.0,272.0,2
590022,100.0,100.0,320.0,576.0,256.0,2
590023,100.0,100.0,328.0,568.0,240.0,2
590024,100.0,100.0,336.0,560.0,224.0,2
590025,100.0,100.0,344.0,552.0,208.0,2
590026,100.0,100.0,352.0,544.0,192.0,2
590027,100.0,100.0,352.0,544.0,192.0,3
590028,100.0,100.0,360.0,544.0,184.0,2
590029,100.0,100.0,368.0,544.0,176.0,2
590030,100.0,100.0,368.0,552.0,184.0,8
590031,100.0,100.0,368.0,552.0,184.0,3
590032,100.0,100.0,376.0,544.0,168.0,2
590033,100.0,100.0,376.0,544.0,168.0,7
590034,100.0,100.0,376.0,544.0,168.0,8
590035,100.0,100.0,384.0,536.0,152.0,2
590036,100.0,100.0,392.0,536.0,144.0,2
590037,100.0,100.0,400.0,536.0,136.0,2
590038,100.0,100.0,408.0,528.0,120.0,2
590039,100.0,100.0,416.0,528.0,112.0,2
590040,100.0,100.0,416.0,528.0,112.0,8
590041,100.0,100.0,416.0,528.0,112.0,5
590042,100.0,100.0,416.0,520.0,104.0,7
590043,100.0,100.0,424.0,528.0,104.0,2
590044,100.0,100.0,424.0,536.0,112.0,6
590045,100.0,100.0,424.0,544.0,120.0,6
590046,100.0,100.0,424.0,536.0,112.0,7
590047,100.0,100.0,432.0,544.0,112.0,2
590048,100.0,100.0,432.0,536.0,104.0,8
590049,100.0,100.0,432.0,528.0,96.0,3
590050,100.0,100.0,432.0,536.0,104.0,8
590051,100.0,100.0,432.0,528.0,96.0,8
590052,100.0,100.0,432.0,536.0,104.0,8
590053,100.0,100.0,432.0,536.0,104.0,7
590054,100.0,100.0,432.0,536.0,104.0,5
590055,100.0,100.0,432.0,544.0,112.0,3
590056,100.0,100.0,432.0,536.0,104.0,8
590057,100.0,100.0,432.0,536.0,104.0,7
590058,100.0,100.0,432.0,528.0,96.0,7
590059,100.0,93.0,432.0,520.0,88.0,8
590060,98.0,93.0,432.0,520.0,88.0,9
590061,96.0,93.0,432.0,520.0,88.0,9
590062,96.0,93.0,432.0,528.0,96.0,6
590063,96.0,93.0,440.0,536.0,96.0,2
590064,89.0,93.0,448.0,536.0,88.0,2
590065,87.0,93.0,448.0,536.0,88.0,9
590066,87.0,93.0,448.0,544.0,96.0,5
590067,87.0,93.0,456.0,552.0,96.0,2
590068,87.0,90.0,456.0,544.0,88.0,5
590069,87.0,83.0,456.0,536.0,80.0,6
590070,80.0,83.0,456.0,536.0,80.0,0
590071,80.0,83.0,456.0,536.0,80.0,9
590072,78.0,83.0,456.0,536.0,80.0,9
590073,76.0,83.0,456.0,536.0,80.0,9
590074,74.0,83.0,456.0,536.0,80.0,9
590075,72.0,83.0,456.0,536.0,80.0,9
590076,72.0,83.0,456.0,536.0,80.0,9
590077,65.0,83.0,456.0,536.0,80.0,0
590078,62.0,80.0,456.0,536.0,80.0,5
590079,60.0,80.0,456.0,536.0,80.0,9
590080,60.0,80.0,456.0,536.0,80.0,9
590081,58.0,80.0,456.0,536.0,80.0,9
590082,56.0,80.0,456.0,536.0,80.0,9
590083,49.0,77.0,456.0,536.0,80.0,5
590084,49.0,77.0,456.0,536.0,80.0,9
590085,47.0,77.0,456.0,536.0,80.0,9
590086,45.0,77.0,456.0,536.0,80.0,9
590087,43.0,77.0,456.0,536.0,80.0,9
590088,43.0,77.0,456.0,536.0,80.0,9
590089,41.0,77.0,456.0,536.0,80.0,9
590090,34.0,74.0,456.0,536.0,80.0,5
590091,34.0,74.0,456.0,536.0,80.0,9
590092,32.0,74.0,456.0,536.0,80.0,9
590093,29.0,74.0,456.0,536.0,80.0,3
590094,29.0,74.0,456.0,536.0,80.0,9
590095,29.0,74.0,456.0,536.0,80.0,9
590096,27.0,74.0,456.0,536.0,80.0,9
590097,20.0,74.0,456.0,536.0,80.0,0
590098,13.0,71.0,456.0,536.0,80.0,5
590099,11.0,71.0,456.0,536.0,80.0,9
590100,11.0,71.0,456.0,536.0,80.0,9
590101,11.0,71.0,456.0,536.0,80.0,9
590102,9.0,71.0,456.0,536.0,80.0,9
590103,9.0,71.0,456.0,536.0,80.0,9
590104,2.0,68.0,456.0,536.0,80.0,5
590105,2.0,68.0,456.0,536.0,80.0,9
590106,0.0,68.0,456.0,536.0,80.0,9
600000,100.0,100.0,208.0,752.0,544.0,2
600001,100.0,100.0,216.0,744.0,528.0,2
600002,100.0,100.0,224.0,736.0,512.0,2
600003,100.0,100.0,232.0,728.0,496.0,2
600004,100.0,100.0,232.0,720.0,488.0,0
600005,100.0,100.0,232.0,712.0,480.0,3
600006,100.0,100.0,232.0,704.0,472.0,3
600007,100.0,100.0,232.0,696.0,464.0,3
600008,100.0,100.0,240.0,688.0,448.0,2
600009,100.0,100.0,248.0,680.0,432.0,2
600010,100.0,100.0,256.0,672.0,416.0,2
600011,100.0,100.0,264.0,664.0,400.0,2
600012,100.0,100.0,272.0,656.0,384.0,2
600013,100.0,100.0,280.0,648.0,368.0,2
600014,100.0,100.0,280.0,640.0,360.0,0
600015,100.0,100.0,288.0,632.0,344.0,2
600016,100.0,100.0,296.0,624.0,328.0,2
600017,100.0,100.0,296.0,616.0,320.0,3
600018,100.0,100.0,304.0,608.0,304.0,2
600019,100.0,100.0,312.0,600.0,288.0,2
600020,100.0,100.0,320.0,592.0,272.0,2
600021,100.0,100.0,328.0,584.0,256.0,2
600022,100.0,100.0,336.0,576.0,240.0,2
600023,100.0,100.0,344.0,568.0,224.0,2
600024,100.0,100.0,352.0,560.0,208.0,2
600025,100.0,100.0,360.0,552.0,192.0,2
600026,100.0,100.0,360.0,544.0,184.0,0
600027,100.0,100.0,368.0,544.0,176.0,2
600028,100.0,100.0,368.0,536.0,168.0,3
600029,100.0,100.0,376.0,536.0,160.0,2
600030,100.0,100.0,376.0,536.0,160.0,5
600031,100.0,100.0,376.0,544.0,168.0,3
600032,100.0,100.0,384.0,552.0,168.0,2
600033,100.0,100.0,392.0,544.0,152.0,2
600034,100.0,100.0,392.0,544.0,152.0,5
600035,100.0,100.0,392.0,544.0,152.0,7
600036,100.0,100.0,392.0,544.0,152.0,8
600037,100.0,100.0,400.0,536.0,136.0,2
600038,100.0,100.0,408.0,528.0,120.0,2
600039,100.0,100.0,408.0,536.0,128.0,8
600040,100.0,100.0,408.0,536.0,128.0,8
600041,100.0,100.0,416.0,544.0,128.0,2
600042,100.0,100.0,416.0,536.0,120.0,3
600043,100.0,100.0,424.0,544.0,120.0,2
600044,100.0,100.0,432.0,536.0,104.0,2
600045,100.0,100.0,432.0,544.0,112.0,8
600046,100.0,100.0,432.0,536.0,104.0,5
600047,100.0,100.0,432.0,544.0,112.0,8
600048,100.0,100.0,432.0,536.0,104.0,8
600049,100.0,100.0,432.0,544.0,112.0,7
600050,100.0,100.0,432.0,552.0,120.0,3
600051,100.0,100.0,440.0,560.0,120.0,2
600052,100.0,100.0,440.0,552.0,112.0,8
600053,100.0,100.0,440.0,560.0,120.0,8
600054,100.0,100.0,440.0,560.0,120.0,8
600055,100.0,100.0,440.0,568.0,128.0,5
600056,100.0,100.0,448.0,568.0,120.0,2
600057,100.0,100.0,448.0,576.0,128.0,8
600058,100.0,100.0,448.0,576.0,128.0,5
600059,100.0,100.0,448.0,568.0,120.0,5
600060,100.0,100.0,448.0,560.0,112.0,7
600061,100.0,100.0,456.0,552.0,96.0,2
600062,100.0,100.0,456.0,560.0,104.0,8
600063,100.0,100.0,456.0,552.0,96.0,6
600064,100.0,100.0,456.0,560.0,104.0,3
600065,100.0,100.0,464.0,552.0,88.0,2
600066,100.0,100.0,464.0,560.0,96.0,5
600067,100.0,100.0,472.0,568.0,96.0,2
600068,100.0,100.0,480.0,560.0,80.0,2
600069,93.0,97.0,480.0,560.0,80.0,5
600070,91.0,97.0,480.0,560.0,80.0,9
600071,84.0,94.0,480.0,560.0,80.0,5
600072,82.0,94.0,480.0,560.0,80.0,9
600073,80.0,94.0,480.0,560.0,80.0,9
600074,78.0,94.0,480.0,560.0,80.0,9
600075,71.0,91.0,480.0,560.0,80.0,5
600076,64.0,88.0,480.0,560.0,80.0,5
600077,62.0,88.0,480.0,560.0,80.0,9
600078,60.0,88.0,480.0,560.0,80.0,9
600079,58.0,88.0,480.0,560.0,80.0,9
600080,58.0,88.0,480.0,560.0,80.0,9
600081,51.0,85.0,480.0,560.0,80.0,5
600082,49.0,85.0,480.0,560.0,80.0,9
600083,42.0,82.0,480.0,560.0,80.0,5
600084,39.0,79.0,480.0,560.0,80.0,5
600085,39.0,79.0,480.0,560.0,80.0,9
600086,39.0,79.0,480.0,560.0,80.0,9
600087,32.0,79.0,480.0,560.0,80.0,3
600088,30.0,79.0,480.0,560.0,80.0,9
600089,30.0,79.0,480.0,560.0,80.0,9
600090,23.0,79.0,480.0,560.0,80.0,0
600091,23.0,79.0,480.0,560.0,80.0,9
600092,21.0,79.0,480.0,560.0,80.0,9
600093,14.0,79.0,480.0,560.0,80.0,0
600094,12.0,79.0,480.0,560.0,80.0,9
600095,12.0,79.0,480.0,560.0,80.0,9
600096,10.0,79.0,480.0,560.0,80.0,9
600097,10.0,79.0,480.0,560.0,80.0,9
600098,8.0,79.0,480.0,560.0,80.0,9
600099,6.0,79.0,480.0,560.0,80.0,9
600100,4.0,79.0,480.0,560.0,80.0,9
600101,0.0,76.0,480.0,560.0,80.0,5
610000,100.0,100.0,200.0,752.0,552.0,3
610001,100.0,100.0,208.0,744.0,536.0,2
610002,100.0,100.0,208.0,736.0,528.0,0
610003,100.0,100.0,216.0,728.0,512.0,2
610004,100.0,100.0,224.0,720.0,496.0,2
610005,100.0,100.0,232.0,712.0,480.0,2
610006,100.0,100.0,232.0,704.0,472.0,3
610007,100.0,100.0,240.0,696.0,456.0,2
610008,100.0,100.0,248.0,688.0,440.0,2
610009,100.0,100.0,248.0,680.0,432.0,3
610010,100.0,100.0,256.0,672.0,416.0,2
610011,100.0,100.0,256.0,664.0,408.0,3
610012,100.0,100.0,264.0,656.0,392.0,2
610013,100.0,100.0,272.0,648.0,376.0,2
610014,100.0,100.0,280.0,640.0,360.0,2
610015,100.0,100.0,288.0,632.0,344.0,2
610016,100.0,100.0,296.0,624.0,328.0,2
610017,100.0,100.0,296.0,616.0,320.0,3
610018,100.0,100.0,296.0,608.0,312.0,3
610019,100.0,100.0,304.0,600.0,296.0,2
610020,100.0,100.0,312.0,592.0,280.0,2
610021,100.0,100.0,320.0,584.0,264.0,2
610022,100.0,100.0,328.0,576.0,248.0,2
610023,100.0,100.0,328.0,568.0,240.0,3
610024,100.0,100.0,328.0,560.0,232.0,3
610025,100.0,100.0,336.0,552.0,216.0,2
610026,100.0,100.0,336.0,544.0,208.0,3
610027,100.0,100.0,344.0,536.0,192.0,2
610028,100.0,100.0,352.0,536.0,184.0,2
610029,100.0,100.0,352.0,528.0,176.0,3
610030,100.0,100.0,352.0,528.0,176.0,8
610031,100.0,100.0,352.0,520.0,168.0,5
610032,100.0,100.0,360.0,520.0,160.0,2
610033,100.0,100.0,360.0,528.0,168.0,8
610034,100.0,100.0,368.0,520.0,152.0,2
610035,100.0,100.0,376.0,512.0,136.0,2
610036,100.0,100.0,384.0,504.0,120.0,2
610037,100.0,100.0,384.0,504.0,120.0,8
610038,100.0,100.0,392.0,504.0,112.0,2
610039,100.0,100.0,392.0,512.0,120.0,7
610040,100.0,100.0,400.0,520.0,120.0,2
610041,100.0,100.0,400.0,512.0,112.0,6
610042,100.0,100.0,400.0,520.0,120.0,8
610043,100.0,100.0,400.0,528.0,128.0,3
610044,100.0,100.0,408.0,536.0,128.0,2
610045,100.0,100.0,408.0,536.0,128.0,8
610046,100.0,100.0,416.0,536.0,120.0,2
610047,100.0,100.0,416.0,528.0,112.0,5
610048,100.0,100.0,416.0,520.0,104.0,3
610049,100.0,100.0,424.0,520.0,96.0,2
610050,100.0,100.0,424.0,520.0,96.0,3
610051,100.0,93.0,424.0,512.0,88.0,8
610052,100.0,93.0,424.0,520.0,96.0,5
610053,100.0,93.0,424.0,528.0,104.0,7
610054,100.0,93.0,432.0,520.0,88.0,2
610055,100.0,86.0,432.0,512.0,80.0,6
610056,98.0,86.0,432.0,512.0,80.0,9
610057,98.0,86.0,432.0,512.0,80.0,9
610058,96.0,86.0,432.0,512.0,80.0,9
610059,93.0,86.0,432.0,512.0,80.0,3
610060,91.0,86.0,432.0,512.0,80.0,9
610061,89.0,86.0,432.0,512.0,80.0,9
610062,87.0,86.0,432.0,512.0,80.0,9
610063,84.0,86.0,432.0,512.0,80.0,3
610064,82.0,86.0,432.0,512.0,80.0,9
610065,79.0,83.0,432.0,512.0,80.0,5
610066,77.0,83.0,432.0,512.0,80.0,9
610067,70.0,83.0,432.0,512.0,80.0,3
610068,70.0,83.0,432.0,512.0,80.0,9
610069,70.0,83.0,432.0,512.0,80.0,9
610070,68.0,83.0,432.0,512.0,80.0,9
610071,65.0,83.0,432.0,512.0,80.0,3
610072,63.0,83.0,432.0,512.0,80.0,9
610073,60.0,80.0,432.0,512.0,80.0,5
610074,53.0,77.0,432.0,512.0,80.0,5
610075,53.0,77.0,432.0,512.0,80.0,9
610076,51.0,77.0,432.0,512.0,80.0,9
610077,49.0,77.0,432.0,512.0,80.0,9
610078,47.0,77.0,432.0,512.0,80.0,9
610079,45.0,77.0,432.0,512.0,80.0,9
610080,42.0,77.0,432.0,512.0,80.0,0
610081,42.0,77.0,432.0,512.0,80.0,9
610082,40.0,77.0,432.0,512.0,80.0,9
610083,40.0,77.0,432.0,512.0,80.0,9
610084,38.0,77.0,432.0,512.0,80.0,9
610085,36.0,77.0,432.0,512.0,80.0,9
610086,36.0,77.0,432.0,512.0,80.0,9
610087,33.0,77.0,432.0,512.0,80.0,0
610088,33.0,77.0,432.0,512.0,80.0,9
610089,31.0,77.0,432.0,512.0,80.0,9
610090,28.0,74.0,432.0,512.0,80.0,5
610091,25.0,74.0,432.0,512.0,80.0,0
610092,22.0,71.0,432.0,512.0,80.0,5
610093,20.0,71.0,432.0,512.0,80.0,9
610094,20.0,71.0,432.0,512.0,80.0,9
610095,18.0,71.0,432.0,512.0,80.0,9
610096,15.0,68.0,432.0,512.0,80.0,5
610097,13.0,68.0,432.0,512.0,80.0,9
610098,10.0,65.0,432.0,512.0,80.0,5
610099,8.0,65.0,432.0,512.0,80.0,9
610100,6.0,65.0,432.0,512.0,80.0,9
610101,6.0,65.0,432.0,512.0,80.0,9
610102,6.0,65.0,432.0,512.0,80.0,9
610103,4.0,65.0,432.0,512.0,80.0,9
610104,0.0,65.0,432.0,512.0,80.0,0
620000,100.0,100.0,208.0,752.0,544.0,2
620001,100.0,100.0,216.0,744.0,528.0,2
620002,100.0,100.0,216.0,736.0,520.0,3
620003,100.0,100.0,224.0,728.0,504.0,2
620004,100.0,100.0,232.0,720.0,488.0,2
620005,100.0,100.0,240.0,712.0,472.0,2
620006,100.0,100.0,248.0,704.0,456.0,2
620007,100.0,100.0,256.0,696.0,440.0,2
620008,100.0,100.0,264.0,688.0,424.0,2
620009,100.0,100.0,272.0,680.0,408.0,2
620010,100.0,100.0,280.0,672.0,392.0,2
620011,100.0,100.0,288.0,664.0,376.0,2
620012,100.0,100.0,296.0,656.0,360.0,2
620013,100.0,100.0,296.0,648.0,352.0,3
620014,100.0,100.0,304.0,640.0,336.0,2
620015,100.0,100.0,312.0,632.0,320.0,2
620016,100.0,100.0,320.0,624.0,304.0,2
620017,100.0,100.0,328.0,616.0,288.0,2
620018,100.0,100.0,328.0,608.0,280.0,0
620019,100.0,100.0,328.0,600.0,272.0,3
620020,100.0,100.0,336.0,592.0,256.0,2
620021,100.0,100.0,344.0,584.0,240.0,2
620022,100.0,100.0,344.0,576.0,232.0,3
620023,100.0,100.0,352.0,568.0,216.0,2
620024,100.0,100.0,352.0,560.0,208.0,3
620025,100.0,100.0,360.0,552.0,192.0,2
620026,100.0,100.0,368.0,560.0,192.0,2
620027,100.0,100.0,376.0,568.0,192.0,2
620028,100.0,100.0,384.0,576.0,192.0,2
620029,100.0,100.0,392.0,584.0,192.0,2
620030,100.0,100.0,400.0,576.0,176.0,2
620031,100.0,100.0,400.0,576.0,176.0,5
620032,100.0,100.0,400.0,584.0,184.0,8
620033,100.0,100.0,408.0,592.0,184.0,2
620034,100.0,100.0,416.0,592.0,176.0,2
620035,100.0,100.0,424.0,592.0,168.0,2
620036,100.0,100.0,432.0,600.0,168.0,2
620037,100.0,100.0,432.0,592.0,160.0,3
620038,100.0,100.0,440.0,600.0,160.0,2
620039,100.0,100.0,448.0,600.0,152.0,2
620040,100.0,100.0,456.0,592.0,136.0,2
620041,100.0,100.0,456.0,600.0,144.0,7
620042,100.0,100.0,456.0,600.0,144.0,7
620043,100.0,100.0,456.0,600.0,144.0,8
620044,100.0,100.0,464.0,600.0,136.0,2
620045,100.0,100.0,472.0,592.0,120.0,2
620046,100.0,100.0,472.0,592.0,120.0,5
620047,100.0,100.0,472.0,592.0,120.0,5
620048,100.0,100.0,472.0,584.0,112.0,8
620049,100.0,100.0,480.0,576.0,96.0,2
620050,100.0,100.0,480.0,576.0,96.0,8
620051,100.0,97.0,480.0,568.0,88.0,7
620052,100.0,97.0,480.0,576.0,96.0,9
620053,100.0,97.0,480.0,584.0,104.0,8
620054,100.0,97.0,480.0,576.0,96.0,6
620055,100.0,97.0,488.0,568.0,80.0,2
620056,93.0,97.0,488.0,568.0,80.0,3
620057,93.0,97.0,488.0,568.0,80.0,9
620058,91.0,97.0,488.0,568.0,80.0,9
620059,91.0,97.0,488.0,568.0,80.0,9
620060,89.0,97.0,488.0,568.0,80.0,9
620061,87.0,97.0,488.0,568.0,80.0,9
620062,84.0,94.0,488.0,568.0,80.0,5
620063,81.0,94.0,488.0,568.0,80.0,0
620064,81.0,94.0,488.0,568.0,80.0,9
620065,74.0,94.0,488.0,568.0,80.0,0
620066,71.0,94.0,488.0,568.0,80.0,0
620067,68.0,91.0,488.0,568.0,80.0,5
620068,61.0,88.0,488.0,568.0,80.0,5
620069,58.0,88.0,488.0,568.0,80.0,0
620070,58.0,88.0,488.0,568.0,80.0,9
620071,56.0,88.0,488.0,568.0,80.0,9
620072,54.0,88.0,488.0,568.0,80.0,9
620073,54.0,88.0,488.0,568.0,80.0,9
620074,52.0,88.0,488.0,568.0,80.0,9
620075,45.0,88.0,488.0,568.0,80.0,0
620076,45.0,88.0,488.0,568.0,80.0,9
620077,43.0,88.0,488.0,568.0,80.0,9
620078,40.0,88.0,488.0,568.0,80.0,0
620079,40.0,88.0,488.0,568.0,80.0,9
620080,37.0,88.0,488.0,568.0,80.0,0
620081,34.0,85.0,488.0,568.0,80.0,5
620082,34.0,85.0,488.0,568.0,80.0,9
620083,34.0,85.0,488.0,568.0,80.0,9
620084,32.0,85.0,488.0,568.0,80.0,9
620085,25.0,85.0,488.0,568.0,80.0,0
620086,23.0,85.0,488.0,568.0,80.0,9
620087,20.0,85.0,488.0,568.0,80.0,0
620088,13.0,82.0,488.0,568.0,80.0,5
620089,6.0,82.0,488.0,568.0,80.0,0
620090,4.0,82.0,488.0,568.0,80.0,9
620091,0.0,82.0,488.0,568.0,80.0,0
630000,100.0,100.0,208.0,752.0,544.0,2
630001,100.0,100.0,216.0,744.0,528.0,2
630002,100.0,100.0,224.0,736.0,512.0,2
630003,100.0,100.0,232.0,728.0,496.0,2
630004,100.0,100.0,240.0,720.0,480.0,2
630005,100.0,100.0,248.0,712.0,464.0,2
630006,100.0,100.0,256.0,704.0,448.0,2
630007,100.0,100.0,256.0,696.0,440.0,3
630008,100.0,100.0,256.0,688.0,432.0,0
630009,100.0,100.0,264.0,680.0,416.0,2
630010,100.0,100.0,264.0,672.0,408.0,3
630011,100.0,100.0,272.0,664.0,392.0,2
630012,100.0,100.0,280.0,656.0,376.0,2
630013,100.0,100.0,288.0,648.0,360.0,2
630014,100.0,100.0,296.0,640.0,344.0,2
630015,100.0,100.0,304.0,632.0,328.0,2
630016,100.0,100.0,312.0,624.0,312.0,2
630017,100.0,100.0,312.0,616.0,304.0,3
630018,100.0,100.0,320.0,608.0,288.0,2
630019,100.0,100.0,328.0,600.0,272.0,2
630020,100.0,100.0,336.0,592.0,256.0,2
630021,100.0,100.0,336.0,584.0,248.0,0
630022,100.0,100.0,336.0,576.0,240.0,3
630023,100.0,100.0,336.0,568.0,232.0,3
630024,100.0,100.0,344.0,560.0,216.0,2
630025,100.0,100.0,344.0,552.0,208.0,3
630026,100.0,100.0,344.0,544.0,200.0,0
630027,100.0,100.0,344.0,552.0,208.0,3
630028,100.0,100.0,344.0,544.0,200.0,3
630029,100.0,100.0,344.0,552.0,208.0,0
630030,100.0,100.0,352.0,544.0,192.0,2
630031,100.0,100.0,360.0,544.0,184.0,2
630032,100.0,100.0,360.0,552.0,192.0,3
630033,100.0,100.0,368.0,552.0,184.0,2
630034,100.0,100.0,376.0,552.0,176.0,2
630035,100.0,100.0,384.0,552.0,168.0,2
630036,100.0,100.0,384.0,552.0,168.0,3
630037,100.0,100.0,384.0,552.0,168.0,8
630038,100.0,100.0,392.0,560.0,168.0,2
630039,100.0,100.0,392.0,568.0,176.0,7
630040,100.0,100.0,392.0,568.0,176.0,7
630041,100.0,100.0,392.0,560.0,168.0,8
630042,100.0,100.0,400.0,552.0,152.0,2
630043,100.0,100.0,400.0,560.0,160.0,8
630044,100.0,100.0,400.0,560.0,160.0,8
630045,100.0,100.0,400.0,568.0,168.0,8
630046,100.0,100.0,408.0,560.0,152.0,2
630047,100.0,100.0,408.0,568.0,160.0,3
630048,100.0,100.0,408.0,576.0,168.0,6
630049,100.0,100.0,416.0,568.0,152.0,2
630050,100.0,100.0,416.0,576.0,160.0,5
630051,100.0,100.0,416.0,568.0,152.0,8
630052,100.0,100.0,424.0,576.0,152.0,2
630053,100.0,100.0,432.0,584.0,152.0,2
630054,100.0,100.0,440.0,576.0,136.0,2
630055,100.0,100.0,448.0,568.0,120.0,2
630056,100.0,100.0,448.0,576.0,128.0,8
630057,100.0,100.0,448.0,576.0,128.0,7
630058,100.0,100.0,448.0,568.0,120.0,3
630059,100.0,100.0,448.0,560.0,112.0,8
630060,100.0,100.0,456.0,568.0,112.0,2
630061,100.0,100.0,456.0,576.0,120.0,7
630062,100.0,100.0,464.0,568.0,104.0,2
630063,100.0,100.0,472.0,568.0,96.0,2
630064,100.0,100.0,480.0,576.0,96.0,2
630065,100.0,100.0,488.0,584.0,96.0,2
630066,93.0,100.0,496.0,584.0,88.0,2
630067,93.0,93.0,496.0,576.0,80.0,6
630068,90.0,90.0,496.0,576.0,80.0,5
630069,90.0,90.0,496.0,576.0,80.0,9
630070,90.0,90.0,496.0,576.0,80.0,9
630071,90.0,90.0,496.0,576.0,80.0,9
630072,88.0,90.0,496.0,576.0,80.0,9
630073,88.0,90.0,496.0,576.0,80.0,9
630074,81.0,87.0,496.0,576.0,80.0,5
630075,81.0,87.0,496.0,576.0,80.0,9
630076,74.0,84.0,496.0,576.0,80.0,5
630077,72.0,84.0,496.0,576.0,80.0,9
630078,70.0,84.0,496.0,576.0,80.0,9
630079,63.0,84.0,496.0,576.0,80.0,0
630080,56.0,84.0,496.0,576.0,80.0,0
630081,54.0,84.0,496.0,576.0,80.0,9
630082,54.0,84.0,496.0,576.0,80.0,9
630083,52.0,84.0,496.0,576.0,80.0,9
630084,52.0,84.0,496.0,576.0,80.0,9
630085,52.0,84.0,496.0,576.0,80.0,9
630086,50.0,84.0,496.0,576.0,80.0,9
630087,48.0,84.0,496.0,576.0,80.0,9
630088,46.0,84.0,496.0,576.0,80.0,9
630089,44.0,84.0,496.0,576.0,80.0,9
630090,37.0,84.0,496.0,576.0,80.0,3
630091,37.0,84.0,496.0,576.0,80.0,9
630092,37.0,84.0,496.0,576.0,80.0,9
630093,35.0,84.0,496.0,576.0,80.0,9
630094,28.0,84.0,496.0,576.0,80.0,0
630095,28.0,84.0,496.0,576.0,80.0,9
630096,26.0,84.0,496.0,576.0,80.0,9
630097,26.0,84.0,496.0,576.0,80.0,9
630098,26.0,84.0,496.0,576.0,80.0,9
630099,19.0,81.0,496.0,576.0,80.0,5
630100,17.0,81.0,496.0,576.0,80.0,9
630101,15.0,81.0,496.0,576.0,80.0,9
630102,15.0,81.0,496.0,576.0,80.0,9
630103,13.0,81.0,496.0,576.0,80.0,9
630104,13.0,81.0,496.0,576.0,80.0,9
630105,11.0,81.0,496.0,576.0,80.0,9
630106,8.0,78.0,496.0,576.0,80.0,5
630107,6.0,78.0,496.0,576.0,80.0,9
630108,3.0,75.0,496.0,576.0,80.0,5
630109,3.0,75.0,496.0,576.0,80.0,9
630110,0.0,72.0,496.0,576.0,80.0,5
640000,100.0,100.0,208.0,752.0,544.0,2
640001,100.0,100.0,208.0,744.0,536.0,0
640002,100.0,100.0,216.0,736.0,520.0,2
640003,100.0,100.0,224.0,728.0,504.0,2
640004,100.0,100.0,224.0,720.0,496.0,0
640005,100.0,100.0,232.0,712.0,480.0,2
640006,100.0,100.0,240.0,704.0,464.0,2
640007,100.0,100.0,240.0,696.0,456.0,3
640008,100.0,100.0,248.0,688.0,440.0,2
640009,100.0,100.0,248.0,680.0,432.0,3
640010,100.0,100.0,256.0,672.0,416.0,2
640011,100.0,100.0,264.0,664.0,400.0,2
640012,100.0,100.0,264.0,656.0,392.0,3
640013,100.0,100.0,272.0,648.0,376.0,2
640014,100.0,100.0,280.0,640.0,360.0,2
640015,100.0,100.0,288.0,632.0,344.0,2
640016,100.0,100.0,296.0,624.0,328.0,2
640017,100.0,100.0,304.0,616.0,312.0,2
640018,100.0,100.0,312.0,608.0,296.0,2
640019,100.0,100.0,320.0,600.0,280.0,2
640020,100.0,100.0,320.0,592.0,272.0,3
640021,100.0,100.0,328.0,584.0,256.0,2
640022,100.0,100.0,336.0,576.0,240.0,2
640023,100.0,100.0,344.0,568.0,224.0,2
640024,100.0,100.0,352.0,560.0,208.0,2
640025,100.0,100.0,352.0,552.0,200.0,3
640026,100.0,100.0,360.0,552.0,192.0,2
640027,100.0,100.0,368.0,552.0,184.0,2
640028,100.0,100.0,376.0,544.0,168.0,2
